churn,tenure,monthlycharges,totalcharges,churn_probability,risk_category
0,38,102.6,4009.2,0.5965307018190458,Medium Risk
1,17,85.35,1463.45,0.40215922939269344,Medium Risk
1,48,106.1,5082.8,0.2445255128340624,Low Risk
0,1,43.8,43.8,0.5190755039756237,Medium Risk
0,63,59.0,3707.6,0.029371219706246825,Low Risk
0,3,69.95,220.45,0.457057366458188,Medium Risk
0,48,24.35,1133.7,0.023337124072594848,Low Risk
0,66,29.45,1983.15,0.022930679014386657,Low Risk
0,68,84.4,5746.75,0.043415990370468296,Low Risk
1,17,45.05,770.6,0.2943301380107147,Low Risk
0,7,20.65,134.05,0.0666335164917886,Low Risk
0,72,87.1,6230.1,0.024117084060810003,Low Risk
0,29,19.85,573.05,0.06019570712593586,Low Risk
0,37,90.35,3419.3,0.3523491254196459,Medium Risk
1,34,109.8,3587.25,0.4193235832637557,Medium Risk
1,42,84.65,3541.35,0.49000757357350505,Medium Risk
0,59,65.5,3801.3,0.018406507658980057,Low Risk
1,11,79.5,868.5,0.4925339365106729,Medium Risk
0,60,80.95,4859.1,0.25210515124860633,Low Risk
0,27,56.15,1439.35,0.12281183949195527,Low Risk
1,1,85.8,85.8,0.8337445389879139,High Risk
1,1,79.1,79.1,0.8727308811530288,High Risk
0,17,34.4,592.75,0.1788044897370316,Low Risk
0,58,20.75,1185.95,0.00475162755268202,Low Risk
0,1,18.8,18.8,0.10694537139324842,Low Risk
1,3,44.3,134.5,0.28395538190165326,Low Risk
0,53,90.8,4921.2,0.20451684856522617,Low Risk
0,35,25.6,901.25,0.12588704909570614,Low Risk
1,50,105.95,5341.8,0.26826499076525834,Low Risk
0,68,70.8,4859.95,0.012188352533304535,Low Risk
0,47,25.4,1139.2,0.05942133485209119,Low Risk
0,65,108.8,7082.45,0.43394370270622584,Medium Risk
1,5,69.75,324.6,0.6597959042683069,High Risk
1,51,94.65,4812.75,0.5770121135772142,Medium Risk
1,46,96.05,4399.5,0.3767528490012397,Medium Risk
0,9,76.85,663.55,0.6550219035803476,High Risk
0,8,20.25,174.65,0.028636731586187122,Low Risk
0,14,24.8,321.7,0.09399165644772751,Low Risk
0,45,115.65,5125.5,0.35907474529556355,Medium Risk
0,8,74.6,548.9,0.6041307263661745,High Risk
1,1,50.15,50.15,0.5127029934579531,Medium Risk
0,66,103.15,7031.3,0.12102995062523728,Low Risk
0,72,72.1,5016.65,0.005026339160231468,Low Risk
1,41,113.6,4594.95,0.33683148080740005,Medium Risk
0,23,25.1,611.45,0.016283788272304922,Low Risk
1,29,78.9,2384.15,0.4366522581938145,Medium Risk
0,4,80.15,319.85,0.6510936306502918,High Risk
0,6,25.4,153.3,0.0412481969999885,Low Risk
0,67,105.4,7035.6,0.11739376857849865,Low Risk
0,7,45.75,344.2,0.2842242123462412,Low Risk
0,56,24.45,1431.65,0.022970609617477926,Low Risk
0,72,25.0,1849.2,0.003819440707048095,Low Risk
0,72,85.25,6083.1,0.038203092483188344,Low Risk
0,23,19.6,426.65,0.01167648740242024,Low Risk
0,35,50.15,1655.35,0.12614935908644415,Low Risk
0,27,70.55,1943.9,0.43910852656821625,Medium Risk
1,26,60.05,1616.15,0.19907519267266707,Low Risk
0,12,26.4,314.95,0.06908631060986939,Low Risk
0,40,20.15,804.85,0.00792028925800069,Low Risk
0,7,58.85,465.7,0.304462265705776,Medium Risk
0,70,97.55,6669.05,0.15618194194029592,Low Risk
0,60,19.65,1161.75,0.003669310921049446,Low Risk
0,39,25.25,947.75,0.08851700890792807,Low Risk
0,72,114.45,8375.05,0.03844747670814378,Low Risk
1,1,34.7,34.7,0.7554479921918542,High Risk
0,54,70.7,3770.0,0.08050386589333394,Low Risk
1,3,85.3,264.8,0.8168198995673371,High Risk
0,63,75.55,4707.85,0.005990726901062321,Low Risk
0,71,84.8,6152.4,0.04255089203381159,Low Risk
0,42,20.65,958.1,0.02331176568980339,Low Risk
0,47,20.45,943.0,0.006590054169082877,Low Risk
1,66,102.45,6615.15,0.21880558566643787,Low Risk
1,21,104.4,2200.25,0.4875693114292894,Medium Risk
0,11,35.65,425.1,0.36133282138586564,Medium Risk
1,1,99.75,99.75,0.9291934653666898,High Risk
0,55,90.45,5044.8,0.23981777451427724,Low Risk
0,69,97.65,6743.55,0.05091489226036821,Low Risk
0,3,73.85,196.4,0.6942820242900573,High Risk
1,4,74.4,299.7,0.5253360537649462,Medium Risk
0,30,69.1,2093.9,0.054674451412925366,Low Risk
0,5,82.75,417.75,0.6460938611264699,High Risk
0,71,24.4,1725.4,0.005858805583100517,Low Risk
0,29,55.25,1620.2,0.15628638027688946,Low Risk
0,52,61.35,3169.55,0.07839311971470089,Low Risk
0,68,76.75,5233.25,0.03194213032915606,Low Risk
0,46,19.4,967.85,0.005251594728518946,Low Risk
0,8,54.75,438.05,0.37532880107325955,Medium Risk
0,72,19.7,1421.9,0.0024958898169724817,Low Risk
0,17,19.9,323.15,0.04822002457559702,Low Risk
0,3,107.95,318.6,0.7205852841423214,High Risk
0,2,83.8,163.7,0.7572658185339044,High Risk
1,9,74.25,639.65,0.3836596285040711,Medium Risk
0,51,56.4,2928.5,0.1364228915540895,Low Risk
0,6,20.1,100.35,0.032426320425710406,Low Risk
0,3,94.9,273.2,0.8282339055053947,High Risk
0,17,94.2,1608.15,0.7038983634969189,High Risk
0,30,49.9,1441.95,0.2307621533981595,Low Risk
0,31,71.05,2168.15,0.23649539962441637,Low Risk
0,45,81.65,3618.7,0.017826890061401392,Low Risk
0,64,89.45,5692.65,0.07712320352980472,Low Risk
1,1,59.85,59.85,0.7580485510553405,High Risk
1,1,69.6,69.6,0.8344557550208775,High Risk
0,61,99.0,5969.3,0.2602009159984088,Low Risk
0,1,19.05,19.05,0.2098047723553936,Low Risk
1,9,45.4,418.8,0.6531115787544692,High Risk
0,72,114.45,8100.55,0.04147042668709485,Low Risk
1,1,19.5,19.5,0.209852996146097,Low Risk
0,7,44.25,313.45,0.32062712135979626,Medium Risk
0,66,90.55,6130.95,0.10291111402051625,Low Risk
1,1,69.9,69.9,0.8114487953579377,High Risk
0,40,20.4,745.3,0.05321583824887992,Low Risk
0,16,71.4,1212.1,0.31181477580589845,Medium Risk
1,2,87.15,183.75,0.681415848075094,High Risk
0,67,24.85,1583.5,0.004847524047118219,Low Risk
0,41,104.45,4162.05,0.19435904473703097,Low Risk
0,71,105.75,7382.85,0.1535807169302646,Low Risk
0,56,19.8,1119.9,0.006273684100228954,Low Risk
0,72,116.45,8013.55,0.06757474256724963,Low Risk
1,3,84.75,264.85,0.7543539802256419,High Risk
0,54,20.05,1102.4,0.005506609071351213,Low Risk
0,52,110.75,5832.0,0.4952398565276479,Medium Risk
0,50,89.7,4304.5,0.08542632390305878,Low Risk
1,14,89.95,1178.4,0.5654737049651318,Medium Risk
0,27,48.7,1421.75,0.04405317441563346,Low Risk
0,72,96.6,6827.5,0.03397197562195939,Low Risk
0,62,74.3,4698.05,0.047312546369633314,Low Risk
0,12,54.3,654.5,0.2459423269143263,Low Risk
0,44,74.85,3268.05,0.07219128463732144,Low Risk
0,54,79.95,4362.05,0.035629223760168284,Low Risk
0,68,20.05,1386.9,0.0034476923975559986,Low Risk
0,20,19.4,415.4,0.06663927519933967,Low Risk
0,50,54.9,2614.1,0.06165887512780692,Low Risk
0,58,24.45,1513.6,0.00956393777696874,Low Risk
0,35,89.65,3161.6,0.37467982103881886,Medium Risk
0,2,45.4,80.95,0.5550472124372822,Medium Risk
0,63,75.7,4676.7,0.012291117938030036,Low Risk
0,58,110.65,6526.65,0.19356980434339088,Low Risk
0,27,20.55,583.3,0.04031691151054094,Low Risk
0,71,115.15,8078.1,0.05794603372318808,Low Risk
0,63,58.55,3503.5,0.041859471759484276,Low Risk
0,71,93.25,6669.45,0.3139855061534796,Medium Risk
1,41,113.2,4689.5,0.45712978077990135,Medium Risk
1,13,90.5,1201.15,0.6362234257908619,High Risk
1,2,79.0,143.65,0.749293894583678,High Risk
0,68,19.35,1292.65,0.004468877696474966,Low Risk
0,1,48.75,48.75,0.39425109517442286,Medium Risk
0,65,109.05,7108.2,0.11298100896632014,Low Risk
0,72,25.0,1802.55,0.007535035156855192,Low Risk
0,28,54.9,1505.15,0.17485004916299887,Low Risk
0,72,24.75,1859.1,0.0032442326631436885,Low Risk
0,2,91.15,168.5,0.717098160170739,High Risk
1,18,20.15,390.85,0.037002970860301264,Low Risk
0,60,104.35,6339.45,0.3735703821693996,Medium Risk
0,26,66.05,1652.4,0.3766075783101599,Medium Risk
1,1,71.65,71.65,0.7812109682734094,High Risk
1,4,20.35,77.5,0.15965201018890662,Low Risk
0,68,92.2,6392.85,0.017106397754094414,Low Risk
1,38,84.25,3264.5,0.1708483533232621,Low Risk
0,42,105.2,4599.15,0.271725026587918,Low Risk
0,57,19.6,1134.25,0.008328686417409279,Low Risk
0,54,30.4,1621.35,0.12761370115667142,Low Risk
1,12,78.1,947.3,0.47106679670497137,Medium Risk
0,44,61.5,2722.2,0.03335998787743702,Low Risk
0,42,69.4,3058.3,0.11498027635964674,Low Risk
0,72,24.75,1769.6,0.003932533205187133,Low Risk
0,71,91.05,6293.75,0.012652633049390028,Low Risk
1,19,89.65,1761.05,0.4086773782691643,Medium Risk
0,23,73.65,1642.75,0.2865900371969243,Low Risk
0,30,19.4,578.5,0.012125845796635887,Low Risk
0,35,26.2,954.9,0.03665785963357591,Low Risk
1,10,98.7,973.25,0.6882267491715994,High Risk
0,1,43.85,43.85,0.5440082332605174,Medium Risk
0,22,69.7,1490.4,0.32061010617524893,Medium Risk
0,7,38.55,280.0,0.059326207896753594,Low Risk
0,36,53.1,1901.25,0.037317213254783266,Low Risk
0,34,20.65,716.4,0.04070437663682854,Low Risk
0,72,64.45,4720.0,0.006527051650929303,Low Risk
0,36,25.1,930.95,0.011438313859997903,Low Risk
1,1,76.35,76.35,0.75390638446646,High Risk
1,23,79.15,1676.95,0.49694478078560045,Medium Risk
1,32,85.0,2642.05,0.6215528785964892,High Risk
0,71,95.15,6770.85,0.05131268689592693,Low Risk
0,23,79.35,1835.3,0.4196204429556216,Medium Risk
0,17,96.65,1588.25,0.36826361517392936,Medium Risk
0,1,75.5,75.5,0.7233619623576346,High Risk
0,12,19.7,258.35,0.020800699668580513,Low Risk
0,72,20.5,1502.25,0.0024720307304948123,Low Risk
0,1,19.2,19.2,0.2093305682575586,Low Risk
0,72,98.35,6929.4,0.09374683157098124,Low Risk
0,60,74.35,4453.3,0.1879423128528516,Low Risk
0,61,51.35,3244.4,0.012739871580791,Low Risk
0,6,45.65,323.45,0.21235977724134522,Low Risk
1,32,85.3,2661.1,0.528963185860015,Medium Risk
1,31,86.55,2697.4,0.3735844210553457,Medium Risk
1,19,73.85,1424.5,0.2943606655269037,Low Risk
0,72,20.3,1401.15,0.0025566324707869594,Low Risk
0,32,54.2,1739.6,0.25298747311675973,Low Risk
0,65,90.65,5931.0,0.3860400205995796,Medium Risk
0,45,50.9,2333.85,0.18773073857370287,Low Risk
0,42,25.05,949.85,0.0389681599619715,Low Risk
0,8,74.85,572.45,0.6807470667598265,High Risk
0,32,20.5,696.8,0.009213850708390718,Low Risk
0,22,63.55,1381.8,0.13574925358620465,Low Risk
1,57,44.85,2572.95,0.33348969989561517,Medium Risk
0,1,47.95,47.95,0.43492416857303273,Medium Risk
1,1,45.1,45.1,0.5463999047241367,Medium Risk
0,1,45.0,45.0,0.6090578792706608,High Risk
1,24,96.0,2122.45,0.4879045593178237,Medium Risk
1,1,20.05,20.05,0.22957322896957155,Low Risk
0,54,90.05,4931.8,0.48514171258098543,Medium Risk
0,4,25.3,116.95,0.06618602929251079,Low Risk
1,65,108.65,6937.95,0.05186575667384612,Low Risk
0,56,24.3,1261.7,0.02917911874967032,Low Risk
0,45,75.95,3273.8,0.18575566125695486,Low Risk
0,71,19.7,1415.85,0.0022520409622847674,Low Risk
0,59,66.4,3958.2,0.026109191342848406,Low Risk
0,69,35.75,2492.25,0.042855482082958786,Low Risk
0,19,18.8,279.2,0.043299306492068146,Low Risk
0,55,19.4,1083.0,0.004593717985526192,Low Risk
0,38,19.3,755.5,0.020801179623470677,Low Risk
1,10,45.55,402.6,0.39330136560311835,Medium Risk
0,47,67.45,3252.0,0.08761615904094663,Low Risk
1,2,35.1,68.75,0.7507990215512509,High Risk
1,1,46.2,46.2,0.399607477548671,Medium Risk
1,1,45.15,45.15,0.5126409881555635,Medium Risk
1,1,43.3,43.3,0.8083478442851979,High Risk
0,46,20.1,936.85,0.007577849535940359,Low Risk
1,38,57.15,2250.65,0.07748369261777519,Low Risk
0,65,58.9,3857.1,0.005272269645848958,Low Risk
1,19,73.2,1441.1,0.3313905552248815,Medium Risk
1,52,85.35,4338.6,0.3777642845956467,Medium Risk
0,71,19.45,1378.45,0.0023425257136039804,Low Risk
1,1,45.95,45.95,0.41248189186914686,Medium Risk
0,52,50.5,2566.3,0.20957276716962847,Low Risk
0,6,25.1,171.0,0.10034778515393608,Low Risk
0,26,60.7,1597.4,0.11581494559264717,Low Risk
0,48,99.0,4744.35,0.37043117811987336,Medium Risk
0,64,104.4,6721.6,0.1506650337995094,Low Risk
1,3,83.75,247.25,0.6467259850454851,High Risk
0,1,44.05,44.05,0.5430612329711818,Medium Risk
0,72,24.1,1734.65,0.0033344812659479844,Low Risk
0,1,45.55,45.55,0.5023952084250409,Medium Risk
0,51,93.8,4539.35,0.38875484598494764,Medium Risk
0,41,19.7,804.25,0.007722590065905712,Low Risk
0,72,70.65,5011.15,0.00861447674802628,Low Risk
0,43,86.45,3574.5,0.02247330774401022,Low Risk
0,72,114.1,8086.4,0.057698155979150165,Low Risk
0,47,95.2,4563.0,0.2641240798518651,Low Risk
0,72,88.55,6362.35,0.013449671060981406,Low Risk
0,3,20.75,67.1,0.20695770726349397,Low Risk
1,1,70.05,70.05,0.8110104120705206,High Risk
1,2,86.0,165.45,0.8700750960385872,High Risk
0,26,44.65,1156.55,0.28658106200512323,Low Risk
0,29,60.2,1834.15,0.13669827853877078,Low Risk
1,35,100.5,3653.35,0.2673896052558738,Low Risk
0,27,55.45,1477.65,0.048389791845019,Low Risk
0,24,70.3,1706.45,0.08764842658381773,Low Risk
0,67,60.4,3953.7,0.007180050743734315,Low Risk
1,16,72.65,1194.3,0.4559197802257625,Medium Risk
0,23,55.8,1327.85,0.06005978451690402,Low Risk
0,14,31.1,419.7,0.3152852779818484,Medium Risk
1,1,21.0,21.0,0.32545441349034193,Medium Risk
1,1,45.1,45.1,0.4516496601107699,Medium Risk
0,4,50.95,207.35,0.636348526367609,High Risk
0,16,69.1,1083.7,0.3002919656244774,Medium Risk
0,46,43.95,2007.85,0.3428829273836703,Medium Risk
0,68,86.5,5882.75,0.01968003493919547,Low Risk
0,38,69.95,2657.55,0.0852346286350487,Low Risk
1,30,50.4,1527.5,0.17859228780675104,Low Risk
1,5,78.95,378.4,0.6936190946016404,High Risk
0,17,90.95,1612.2,0.3598982758752935,Medium Risk
0,4,19.9,76.65,0.0340172783267982,Low Risk
0,12,20.15,260.7,0.07941642048946539,Low Risk
0,72,90.6,6441.85,0.01663613215301713,Low Risk
0,3,92.0,266.8,0.8091868325232322,High Risk
1,56,94.45,5124.6,0.3887175775872972,Medium Risk
0,41,24.85,962.25,0.03930536251839308,Low Risk
0,40,36.0,1382.9,0.04562509953470071,Low Risk
0,7,78.5,571.05,0.3221175687522792,Medium Risk
0,69,19.95,1399.35,0.002754243834115659,Low Risk
0,7,20.65,150.0,0.06217063640513552,Low Risk
0,5,30.5,167.2,0.4995786962180607,Medium Risk
0,72,106.1,7657.4,0.020257067242127363,Low Risk
0,44,20.5,865.05,0.022876978679411488,Low Risk
0,65,95.5,6153.85,0.21974802816061273,Low Risk
0,3,64.6,174.2,0.5121393487270038,Medium Risk
0,24,51.1,1269.6,0.10572642298790105,Low Risk
1,44,84.8,3862.55,0.28603114016719094,Low Risk
0,72,89.1,6352.4,0.0160402864740497,Low Risk
0,24,54.95,1348.5,0.08185719426997273,Low Risk
1,1,50.9,50.9,0.42111439110090193,Medium Risk
0,22,20.45,471.55,0.09741243723193596,Low Risk
0,70,85.95,5931.75,0.024281842076476975,Low Risk
0,25,60.35,1404.65,0.2882967816046972,Low Risk
0,37,19.8,726.1,0.009136225399282771,Low Risk
0,22,85.35,1961.6,0.36380777499153577,Medium Risk
0,59,72.1,4194.85,0.0259171826041649,Low Risk
1,49,99.8,4872.45,0.5573503842940158,Medium Risk
1,47,107.35,5118.95,0.3415858621193953,Medium Risk
1,31,19.55,658.95,0.06511195728104914,Low Risk
0,1,81.05,81.05,0.8583245761103792,High Risk
0,3,20.5,76.95,0.2694741923501129,Low Risk
0,53,111.8,5809.75,0.2634760584129826,Low Risk
0,1,20.2,20.2,0.20618935671827066,Low Risk
0,20,19.7,415.9,0.049770065726810885,Low Risk
1,3,79.1,246.5,0.5588557913793326,Medium Risk
0,51,19.85,996.95,0.025342318751895365,Low Risk
0,51,60.5,3145.15,0.02898678542294648,Low Risk
0,13,19.55,265.3,0.01836802186776833,Low Risk
0,1,20.9,20.9,0.2054570042895497,Low Risk
0,1,21.05,21.05,0.239932905735425,Low Risk
0,63,71.5,4576.3,0.02616655237575714,Low Risk
0,3,54.65,189.1,0.3533947845852205,Medium Risk
0,46,19.2,908.15,0.0058474729728806565,Low Risk
0,1,49.8,49.8,0.6003894598330819,High Risk
1,8,25.5,215.2,0.31108211242882633,Medium Risk
0,71,20.5,1500.95,0.002626329671206794,Low Risk
0,55,90.4,5099.15,0.2938378551673384,Low Risk
0,70,90.25,6385.95,0.0940029896785959,Low Risk
1,2,80.75,159.45,0.7513505874120978,High Risk
0,67,104.6,6885.75,0.04673965092789018,Low Risk
1,65,91.85,5940.85,0.287367827884748,Low Risk
0,14,50.2,668.85,0.16832925504262378,Low Risk
0,20,95.5,1916.2,0.41582592106104205,Medium Risk
1,1,75.35,75.35,0.7719667135481361,High Risk
1,1,75.45,75.45,0.8666762104034818,High Risk
0,49,95.4,4613.95,0.49142480394930516,Medium Risk
0,72,101.3,7261.25,0.05050637346583874,Low Risk
0,46,53.1,2459.8,0.10200236890581678,Low Risk
0,24,84.85,2048.8,0.37304884812135325,Medium Risk
0,5,34.25,163.55,0.3685094200286102,Medium Risk
0,33,88.6,2888.7,0.1886985979599837,Low Risk
0,42,60.15,2421.6,0.0623407028632249,Low Risk
0,23,99.95,2292.75,0.20435604276365896,Low Risk
0,8,70.7,553.4,0.4246884128831137,Medium Risk
0,66,54.8,3465.7,0.021127387510085815,Low Risk
1,24,49.55,1210.4,0.12391210110717946,Low Risk
0,24,54.8,1291.3,0.1588549165417914,Low Risk
1,69,78.6,5356.45,0.03640226519394209,Low Risk
0,53,100.3,5200.8,0.21963801635839944,Low Risk
0,60,53.6,3237.05,0.04010697592417864,Low Risk
1,7,81.1,576.65,0.625820256921041,High Risk
0,20,19.35,433.75,0.04723044735073219,Low Risk
0,23,85.6,1868.4,0.4803295980942716,Medium Risk
0,72,80.8,5728.55,0.017691727405179502,Low Risk
1,11,74.95,825.7,0.6271596121150804,High Risk
0,21,19.6,390.4,0.015063275847036308,Low Risk
1,1,93.55,93.55,0.9453512148174958,High Risk
0,31,90.7,2845.15,0.5218818157045898,Medium Risk
0,57,69.75,3894.4,0.012387066572334909,Low Risk
0,45,20.0,886.4,0.009264994567617327,Low Risk
0,10,95.25,1021.55,0.6359372146234693,High Risk
1,58,102.1,5885.4,0.38176522917240396,Medium Risk
0,14,19.95,268.4,0.07796795832164483,Low Risk
0,27,80.85,2204.35,0.08694944563686009,Low Risk
1,14,90.9,1259.0,0.5273874968502834,Medium Risk
1,12,29.2,309.1,0.28517529356386623,Low Risk
0,69,93.3,6398.05,0.06088809802683054,Low Risk
1,25,89.15,2257.75,0.3559189072754699,Medium Risk
1,58,108.85,6287.25,0.3137842272772122,Medium Risk
0,35,46.35,1662.05,0.02716546086390436,Low Risk
1,16,84.75,1350.15,0.6289994941501004,High Risk
0,45,78.75,3600.65,0.07926547734508398,Low Risk
0,17,83.55,1329.15,0.506253894943654,Medium Risk
1,1,45.7,45.7,0.5687316867409425,Medium Risk
0,22,19.6,422.5,0.033541196035113185,Low Risk
1,1,69.95,69.95,0.8335309709116503,High Risk
0,67,67.85,4627.65,0.0072043378905341324,Low Risk
0,67,105.65,6717.9,0.09852983667349409,Low Risk
1,2,44.6,97.1,0.7101824948307208,High Risk
1,23,74.95,1710.45,0.4824998212077952,Medium Risk
0,9,75.5,637.4,0.4252241606788825,Medium Risk
0,5,20.15,117.95,0.13657493380501717,Low Risk
0,54,45.2,2460.55,0.014440584653250179,Low Risk
1,57,95.25,5464.65,0.1390377870910596,Low Risk
1,24,89.85,2165.05,0.4222106911930669,Medium Risk
1,49,100.45,4941.8,0.2075128088323088,Low Risk
1,5,47.15,223.15,0.4741121099855144,Medium Risk
1,2,80.2,181.1,0.7715158857417161,High Risk
1,4,87.1,341.45,0.5316752868744093,Medium Risk
0,70,79.25,5731.85,0.012198252617774488,Low Risk
1,5,75.9,357.75,0.6749455768053787,High Risk
0,53,85.7,4616.1,0.1281751196081155,Low Risk
1,47,98.75,4533.7,0.33538687430170644,Medium Risk
0,31,20.1,589.25,0.023875068847994174,Low Risk
0,13,61.8,750.1,0.1182489663752998,Low Risk
0,28,49.9,1410.25,0.15179365025404604,Low Risk
1,10,86.45,830.85,0.6493430384044626,High Risk
0,38,20.4,743.5,0.010175871399039953,Low Risk
1,1,45.3,45.3,0.5058075005825167,Medium Risk
1,67,104.1,7040.85,0.2366940346037777,Low Risk
0,52,75.4,3865.45,0.06855647558168432,Low Risk
0,24,20.15,456.85,0.031855083426372596,Low Risk
0,15,19.6,331.6,0.018093551568676043,Low Risk
1,67,90.6,6056.15,0.08534674685704832,Low Risk
0,2,60.95,134.6,0.2863106735600889,Low Risk
0,5,25.05,125.5,0.37028057923028335,Medium Risk
1,15,88.15,1390.6,0.5005821438793709,Medium Risk
1,1,20.2,20.2,0.2721960295251509,Low Risk
0,41,60.3,2511.3,0.03643432815704672,Low Risk
0,43,63.95,2737.05,0.12453576462693601,Low Risk
0,1,74.3,74.3,0.8452932443253028,High Risk
0,1,70.6,70.6,0.7701989265895524,High Risk
1,26,90.8,2361.8,0.535135760221323,Medium Risk
1,22,79.35,1730.35,0.46393509508438413,Medium Risk
0,71,90.55,6404.0,0.016281736286339967,Low Risk
0,7,19.45,165.35,0.028516646237268618,Low Risk
0,28,64.45,1867.6,0.14188556005126426,Low Risk
0,16,69.65,1043.3,0.4291146109599767,Medium Risk
0,7,19.5,128.6,0.07613738839064735,Low Risk
0,69,110.5,7455.45,0.09541785083692166,Low Risk
0,1,24.7,24.7,0.4784846804552796,Medium Risk
0,3,77.4,206.15,0.5862039429933855,Medium Risk
1,21,96.8,2030.3,0.507442575711735,Medium Risk
0,69,85.4,5869.4,0.22301298686208193,Low Risk
0,71,47.6,3377.8,0.009288297220315557,Low Risk
0,69,19.4,1346.2,0.0025789008282605134,Low Risk
0,48,103.85,4946.05,0.4613652090679198,Medium Risk
1,47,83.35,4065.0,0.27886863465989353,Low Risk
1,2,49.4,106.55,0.6085523392639407,High Risk
0,45,108.45,4964.7,0.2806078382814,Low Risk
0,51,81.0,4085.75,0.23552748594167605,Low Risk
1,22,79.2,1742.75,0.2843343737093656,Low Risk
0,72,86.65,6224.8,0.016490375096800083,Low Risk
0,37,92.95,3415.25,0.44321061810952106,Medium Risk
0,71,90.35,6325.25,0.018297551964645633,Low Risk
1,7,48.7,340.25,0.2956881477024871,Low Risk
0,66,25.15,1683.6,0.006929658502911165,Low Risk
0,51,76.4,3966.3,0.05352183228978127,Low Risk
0,30,19.55,608.5,0.029374010101825516,Low Risk
0,34,85.35,2896.6,0.41604098171088943,Medium Risk
0,64,24.8,1514.85,0.007076927005294383,Low Risk
0,65,103.15,6792.45,0.29715112547612027,Low Risk
0,47,100.75,4669.2,0.13445600886205583,Low Risk
1,1,95.6,95.6,0.8708505012105433,High Risk
1,49,59.75,2934.3,0.09732146027309979,Low Risk
0,67,94.1,6302.8,0.031305181706634364,Low Risk
0,39,19.35,779.2,0.01933135165492613,Low Risk
0,14,19.9,283.75,0.0871901380685802,Low Risk
1,43,108.15,4600.7,0.21265707175940674,Low Risk
0,56,101.05,5594.0,0.5795497731465977,Medium Risk
0,14,59.1,772.85,0.10343400510088148,Low Risk
1,1,71.35,71.35,0.745758472927518,High Risk
0,16,55.85,857.8,0.06566491848439777,Low Risk
0,70,106.05,7554.05,0.31204367403846894,Medium Risk
0,72,84.1,5981.65,0.029669398300070298,Low Risk
0,23,75.3,1702.9,0.27109688312165653,Low Risk
0,21,24.7,467.15,0.08540772202895955,Low Risk
1,1,20.15,20.15,0.2741483969483923,Low Risk
1,1,69.75,69.75,0.6659447844179491,High Risk
1,32,93.2,2931.0,0.681136116154551,High Risk
1,17,80.85,1400.85,0.35248134859687297,Medium Risk
1,4,33.65,137.85,0.4805453142525596,Medium Risk
0,36,55.8,1941.5,0.10548697121115132,Low Risk
0,50,39.7,1932.75,0.01799353281226061,Low Risk
0,48,29.5,1423.05,0.0871628549231345,Low Risk
0,50,20.15,970.85,0.005612586425121203,Low Risk
0,72,79.55,5810.9,0.009621866674752512,Low Risk
0,10,24.8,223.9,0.14428948947902653,Low Risk
0,18,19.65,391.7,0.07125892614414783,Low Risk
1,1,79.95,79.95,0.8539116533438094,High Risk
1,1,19.3,19.3,0.2823219331405488,Low Risk
0,9,94.05,811.65,0.7158033079472323,High Risk
0,2,90.75,174.75,0.6863938442520117,High Risk
0,40,78.85,3126.85,0.25768154713874536,Low Risk
0,69,99.5,6841.45,0.2004262493107105,Low Risk
1,37,99.2,3754.6,0.2244587885048516,Low Risk
0,18,80.55,1406.65,0.3884593103916888,Medium Risk
0,11,70.2,834.7,0.5326090260843832,Medium Risk
1,8,85.2,627.4,0.6957951352820553,High Risk
1,3,75.25,242.0,0.6611637650119325,High Risk
0,55,59.45,3157.0,0.03194391293836048,Low Risk
0,33,93.35,3092.0,0.5458603952552465,Medium Risk
0,46,44.95,2168.9,0.07113021642897259,Low Risk
0,34,26.1,980.35,0.015577846035831473,Low Risk
0,3,20.2,65.95,0.22106104915657154,Low Risk
0,30,21.25,711.9,0.009802261519810075,Low Risk
0,33,59.4,1952.8,0.060635362539232726,Low Risk
0,45,95.0,4368.85,0.18709664167930815,Low Risk
0,40,61.9,2647.1,0.04668646394988212,Low Risk
0,71,118.65,8477.6,0.07734946513156923,Low Risk
1,1,54.35,54.35,0.6279266407438722,High Risk
0,72,64.45,4528.0,0.013264607066299576,Low Risk
0,22,80.15,1790.65,0.451809799634101,Medium Risk
0,46,20.2,845.6,0.02155944815387447,Low Risk
0,55,21.0,1210.3,0.004554232699520552,Low Risk
0,1,20.45,20.45,0.20540952807610507,Low Risk
0,12,75.85,854.45,0.26405653753371044,Low Risk
0,31,80.45,2429.1,0.452188395725167,Medium Risk
1,5,24.95,100.4,0.6239255534165005,High Risk
0,67,75.5,5229.45,0.036844280493252085,Low Risk
0,1,44.45,44.45,0.41727578145636607,Medium Risk
1,40,42.35,1716.45,0.08669591979509465,Low Risk
0,41,74.55,3023.55,0.11144542955346692,Low Risk
1,1,75.3,75.3,0.8670066446613403,High Risk
1,51,94.8,4837.6,0.2118705718446234,Low Risk
0,42,48.15,2032.3,0.016264870312713484,Low Risk
0,23,19.65,436.9,0.02850383372175312,Low Risk
1,1,70.55,70.55,0.8319360148608745,High Risk
0,1,20.15,20.15,0.2078034592236761,Low Risk
0,56,106.6,5893.95,0.3255794069926023,Medium Risk
0,15,91.0,1430.05,0.48783871135666595,Medium Risk
0,12,25.4,313.0,0.0484614065471397,Low Risk
0,54,69.95,3871.85,0.011821426876690529,Low Risk
0,7,66.85,458.1,0.5395076917528714,Medium Risk
